CodigoInstitucion,Nombre,Puntaje,Ano
MU021,MUNICIPALIDAD DE CALDERA,82.19,2017
MU107,MUNICIPALIDAD DE HUARA,86.42,2017
MU079,MUNICIPALIDAD DE DALCAHUE,68.34,2017
MU227,MUNICIPALIDAD DE PRIMAVERA,93.22,2017
MU200,MUNICIPALIDAD DE PANGUIPULLI,86.42,2017
MU189,MUNICIPALIDAD DE OLLAGÜE,80.29,2017
MU234,MUNICIPALIDAD DE PUERTO NATALES,100.00,2017
MU037,MUNICIPALIDAD DE CHANCO,72.06,2017
MU320,MUNICIPALIDAD DE TIMAUKEL,82.19,2017
MU040,MUNICIPALIDAD DE CHIGUAYANTE,87.34,2017
MU330,MUNICIPALIDAD DE VALDIVIA,93.22,2017
MU019,MUNICIPALIDAD DE CALAMA,100.00,2017
MU208,MUNICIPALIDAD DE PEMUCO,93.22,2017
MU025,MUNICIPALIDAD DE CAMIÑA,82.19,2017
MU061,MUNICIPALIDAD DE CONCEPCIÓN,100.00,2017
MU080,MUNICIPALIDAD DE DIEGO DE ALMAGRO,92.51,2017
MU106,MUNICIPALIDAD DE HUALQUI,66.47,2017
MU052,MUNICIPALIDAD DE COELEMU,81.00,2017
MU289,MUNICIPALIDAD DE SAN IGNACIO,77.65,2017
MU235,MUNICIPALIDAD DE PUERTO OCTAY,74.79,2017
MU314,MUNICIPALIDAD DE TALTAL,81.00,2017
MU288,MUNICIPALIDAD DE SAN GREGORIO,88.13,2017
MU275,MUNICIPALIDAD DE RÍO VERDE,81.00,2017
MU239,MUNICIPALIDAD DE PUNTA ARENAS,93.22,2017
MU066,MUNICIPALIDAD DE COPIAPÓ,0.00,2017
MU069,MUNICIPALIDAD DE CORRAL,86.42,2017
MU168,MUNICIPALIDAD DE MARIQUINA,100.00,2017
MU162,MUNICIPALIDAD DE MÁFIL,93.22,2017
MU154,MUNICIPALIDAD DE LOS LAGOS,93.22,2017
MU133,MUNICIPALIDAD DE LANCO,100.00,2017
MU127,MUNICIPALIDAD DE LA UNIÓN,93.22,2017
MU249,MUNICIPALIDAD DE QUILACO,88.13,2017
MU285,MUNICIPALIDAD DE SAN FABIÁN,87.34,2017
MU058,MUNICIPALIDAD DE COLLIPULLI,88.13,2017
MU005,MUNICIPALIDAD DE ALTO HOSPICIO,87.34,2017
MU071,MUNICIPALIDAD DE CUNCO,100.00,2017
MU302,MUNICIPALIDAD DE SAN ROSENDO,87.34,2017
MU049,MUNICIPALIDAD DE COCHAMÓ,93.22,2017
MU016,MUNICIPALIDAD DE CABILDO,93.22,2017
MU036,MUNICIPALIDAD DE CHAITÉN,100.00,2017
MU100,MUNICIPALIDAD DE GRANEROS,82.19,2017
MU050,MUNICIPALIDAD DE COCHRANE,88.13,2017
MU044,MUNICIPALIDAD DE CHIMBARONGO,93.22,2017
MU041,MUNICIPALIDAD DE CHILE CHICO,88.83,2017
MU253,MUNICIPALIDAD DE QUILLOTA,93.66,2017
MU203,MUNICIPALIDAD DE PAREDONES,0.00,2017
MU048,MUNICIPALIDAD DE COBQUECURA,93.22,2017
MU136,MUNICIPALIDAD DE LAUTARO,88.83,2017
MU032,MUNICIPALIDAD DE CATEMU,100.00,2017
MU110,MUNICIPALIDAD DE ILLAPEL,93.66,2017
MU047,MUNICIPALIDAD DE CISNES,88.13,2017
MU076,MUNICIPALIDAD DE CURARREHUE,86.42,2017
MU078,MUNICIPALIDAD DE CURICÓ,100.00,2017
MU266,MUNICIPALIDAD DE RENGO,0.00,2017
MU184,MUNICIPALIDAD DE NUEVA IMPERIAL,86.42,2017
MU138,MUNICIPALIDAD DE LICANTÉN,100.00,2017
MU242,MUNICIPALIDAD DE PURRANQUE,92.09,2017
MU067,MUNICIPALIDAD DE COQUIMBO,100.00,2017
MU098,MUNICIPALIDAD DE GENERAL LAGOS,72.06,2017
MU077,MUNICIPALIDAD DE CUREPTO,93.22,2017
MU148,MUNICIPALIDAD DE LONCOCHE,81.00,2017
MU313,MUNICIPALIDAD DE TALCAHUANO,100.00,2017
MU297,MUNICIPALIDAD DE SAN PEDRO DE MELIPILLA,0.00,2017
MU086,MUNICIPALIDAD DE EL TABO,86.42,2017
MU290,MUNICIPALIDAD DE SAN JAVIER,100.00,2017
MU157,MUNICIPALIDAD DE LOS VILOS,86.42,2017
MU273,MUNICIPALIDAD DE RÍO IBÁÑEZ,93.22,2017
MU081,MUNICIPALIDAD DE DOÑIHUE,100.00,2017
MU216,MUNICIPALIDAD DE PEUMO,82.19,2017
MU187,MUNICIPALIDAD DE O'HIGGINS,93.22,2017
MU241,MUNICIPALIDAD DE PURÉN,88.13,2017
MU300,MUNICIPALIDAD DE SAN RAFAEL,86.63,2017
MU169,MUNICIPALIDAD DE MAULE,74.66,2017
MU312,MUNICIPALIDAD DE TALCA,99.29,2017
MU114,MUNICIPALIDAD DE ISLA DE PASCUA,93.22,2017
MU316,MUNICIPALIDAD DE TENO,100.00,2017
MU123,MUNICIPALIDAD DE LA LIGUA,74.66,2017
MU143,MUNICIPALIDAD DE LLAY LLAY,93.22,2017
MU179,MUNICIPALIDAD DE NANCAGUA,86.42,2017
MU256,MUNICIPALIDAD DE QUINTA DE TILCOCO,100.00,2017
MU260,MUNICIPALIDAD DE RANCAGUA,77.20,2017
MU326,MUNICIPALIDAD DE TORTEL,100.00,2017
MU118,MUNICIPALIDAD DE LA CRUZ,81.00,2017
MU315,MUNICIPALIDAD DE TEMUCO,88.13,2017
MU333,MUNICIPALIDAD DE VICHUQUÉN,4.29,2017
MU337,MUNICIPALIDAD DE VILLA ALEGRE,0.00,2017
MU342,MUNICIPALIDAD DE YERBAS BUENAS,100.00,2017
MU223,MUNICIPALIDAD DE PLACILLA,87.04,2017
MU244,MUNICIPALIDAD DE PUTRE,0.00,2017
MU164,MUNICIPALIDAD DE MALLOA,100.00,2017
MU287,MUNICIPALIDAD DE SAN FERNANDO,93.22,2017
MU139,MUNICIPALIDAD DE LIMACHE,92.69,2017
MU190,MUNICIPALIDAD DE OLMUÉ,85.39,2017
MU180,MUNICIPALIDAD DE NAVIDAD,88.13,2017
MU160,MUNICIPALIDAD DE MACHALÍ,100.00,2017
MU141,MUNICIPALIDAD DE LITUECHE,82.19,2017
MU218,MUNICIPALIDAD DE PICHIDEGUA,74.66,2017
MU329,MUNICIPALIDAD DE TUCAPEL,83.23,2017
MU201,MUNICIPALIDAD DE PANQUEHUE,81.00,2017
MU219,MUNICIPALIDAD DE PICHILEMU,88.13,2017
MU013,MUNICIPALIDAD DE PUERTO AYSÉN,93.22,2017
MU128,MUNICIPALIDAD DE LAGO RANCO,93.22,2017
MU006,MUNICIPALIDAD DE ANCUD,81.90,2017
MU026,MUNICIPALIDAD DE CANELA,81.00,2017
MU336,MUNICIPALIDAD DE VILCÚN,100.00,2017
MU108,MUNICIPALIDAD DE HUASCO,100.00,2017
MU115,MUNICIPALIDAD DE JUAN FERNÁNDEZ,0.00,2017
MU196,MUNICIPALIDAD DE PAILLACO,73.95,2017
MU158,MUNICIPALIDAD DE LOTA,93.66,2017
MU093,MUNICIPALIDAD DE FRESIA,88.13,2017
MU129,MUNICIPALIDAD DE LAGO VERDE,0.00,2017
MU277,MUNICIPALIDAD DE PUERTO SAAVEDRA,0.00,2017
MU175,MUNICIPALIDAD DE MONTE PATRIA,88.83,2017
MU207,MUNICIPALIDAD DE PELLUHUE,87.34,2017
MU204,MUNICIPALIDAD DE PARRAL,93.66,2017
MU159,MUNICIPALIDAD DE LUMACO,0.00,2017
MU215,MUNICIPALIDAD DE PETORCA,91.98,2017
MU172,MUNICIPALIDAD DE MELIPEUCO,0.00,2017
MU274,MUNICIPALIDAD DE RÍO NEGRO,87.34,2017
MU206,MUNICIPALIDAD DE PELARCO,93.22,2017
MU001,MUNICIPALIDAD DE ALGARROBO,85.71,2017
MU296,MUNICIPALIDAD DE SAN PABLO,87.34,2017
MU095,MUNICIPALIDAD DE FUTALEUFÚ,86.42,2017
MU301,MUNICIPALIDAD DE SAN RAMÓN,87.34,2017
MU188,MUNICIPALIDAD DE OLIVAR,100.00,2017
MU238,MUNICIPALIDAD DE PUNITAQUI,85.20,2017
MU230,MUNICIPALIDAD DE PUCÓN,100.00,2017
MU327,MUNICIPALIDAD DE TRAIGUÉN,88.13,2017
MU020,MUNICIPALIDAD DE CALBUCO,78.07,2017
MU072,MUNICIPALIDAD DE CURACAUTÍN,100.00,2017
MU194,MUNICIPALIDAD DE PADRE LAS CASAS,100.00,2017
MU094,MUNICIPALIDAD DE FRUTILLAR,86.42,2017
MU065,MUNICIPALIDAD DE CONTULMO,60.88,2017
MU245,MUNICIPALIDAD DE PUYEHUE,86.42,2017
MU246,MUNICIPALIDAD DE QUEILÉN,100.00,2017
MU247,MUNICIPALIDAD DE QUELLÓN,93.22,2017
MU099,MUNICIPALIDAD DE GORBEA,100.00,2017
MU170,MUNICIPALIDAD DE MAULLÍN,99.29,2017
MU191,MUNICIPALIDAD DE OSORNO,100.00,2017
MU311,MUNICIPALIDAD DE TALAGANTE,93.66,2017
MU198,MUNICIPALIDAD DE PALENA,0.00,2017
MU236,MUNICIPALIDAD DE PUERTO VARAS,92.51,2017
MU116,MUNICIPALIDAD DE LA CALERA,68.34,2017
MU155,MUNICIPALIDAD DE LOS MUERMOS,0.00,2017
MU193,MUNICIPALIDAD DE PADRE HURTADO,74.66,2017
MU205,MUNICIPALIDAD DE PEDRO AGUIRRE CERDA,100.00,2017
MU228,MUNICIPALIDAD DE PROVIDENCIA,100.00,2017
MU283,MUNICIPALIDAD DE SAN CLEMENTE,89.83,2017
MU142,MUNICIPALIDAD DE LLANQUIHUE,0.00,2017
MU262,MUNICIPALIDAD DE RAUCO,83.23,2017
MU319,MUNICIPALIDAD DE TILTIL,77.65,2017
MU257,MUNICIPALIDAD DE QUINTA NORMAL,100.00,2017
MU281,MUNICIPALIDAD DE SAN BERNARDO,72.06,2017
MU121,MUNICIPALIDAD DE LA GRANJA,100.00,2017
MU057,MUNICIPALIDAD DE COLINA,100.00,2017
MU062,MUNICIPALIDAD DE CONCHALÍ,100.00,2017
MU144,MUNICIPALIDAD DE LO BARNECHEA,92.69,2017
MU111,MUNICIPALIDAD DE INDEPENDENCIA,0.00,2017
MU295,MUNICIPALIDAD DE SAN NICOLÁS,93.66,2017
MU125,MUNICIPALIDAD DE LA REINA,100.00,2017
MU338,MUNICIPALIDAD DE VILLA ALEMANA,87.61,2017
MU271,MUNICIPALIDAD DE RÍO CLARO,100.00,2017
MU002,MUNICIPALIDAD DE ALHUÉ,0.00,2017
MU272,MUNICIPALIDAD DE RÍO HURTADO,72.06,2017
MU276,MUNICIPALIDAD DE ROMERAL,81.00,2017
MU059,MUNICIPALIDAD DE COLTAUCO,74.66,2017
MU053,MUNICIPALIDAD DE COIHUECO,81.00,2017
MU202,MUNICIPALIDAD DE PAPUDO,78.07,2017
MU027,MUNICIPALIDAD DE CAÑETE,83.23,2017
MU031,MUNICIPALIDAD DE CASTRO,99.29,2017
MU039,MUNICIPALIDAD DE CHÉPICA,87.34,2017
MU171,MUNICIPALIDAD DE MEJILLONES,79.64,2017
MU054,MUNICIPALIDAD DE COINCO,0.00,2017
MU060,MUNICIPALIDAD DE COMBARBALÁ,93.22,2017
MU322,MUNICIPALIDAD DE TOCOPILLA,100.00,2017
MU237,MUNICIPALIDAD DE PUMANQUE,86.42,2017
MU042,MUNICIPALIDAD DE CHILLÁN,93.66,2017
MU176,MUNICIPALIDAD DE MOSTAZAL,100.00,2017
MU197,MUNICIPALIDAD DE PAINE,100.00,2017
MU344,MUNICIPALIDAD DE YUNGAY,79.57,2017
MU152,MUNICIPALIDAD DE LOS ANDES,87.34,2017
MU195,MUNICIPALIDAD DE PAIHUANO,81.00,2017
MU156,MUNICIPALIDAD DE LOS SAUCES,93.22,2017
MU112,MUNICIPALIDAD DE IQUIQUE,0.00,2017
MU017,MUNICIPALIDAD DE CABO DE HORNOS Y ANTÁRTICA,88.13,2017
MU161,MUNICIPALIDAD DE MACUL,100.00,2017
MU023,MUNICIPALIDAD DE CALLE LARGA,95.00,2017
MU102,MUNICIPALIDAD DE HIJUELAS,85.71,2017
MU343,MUNICIPALIDAD DE YUMBEL,93.22,2017
MU306,MUNICIPALIDAD DE SANTA JUANA,86.42,2017
MU063,MUNICIPALIDAD DE CONCÓN,88.66,2017
MU085,MUNICIPALIDAD DE EL QUISCO,77.65,2017
MU308,MUNICIPALIDAD DE SANTIAGO,100.00,2017
MU335,MUNICIPALIDAD DE VICUÑA,86.42,2017
MU325,MUNICIPALIDAD DE TORRES DEL PAINE,100.00,2017
MU011,MUNICIPALIDAD DE ARAUCO,83.23,2017
MU183,MUNICIPALIDAD DE NOGALES,86.42,2017
MU015,MUNICIPALIDAD DE BULNES,82.19,2017
MU231,MUNICIPALIDAD DE PUDAHUEL,93.66,2017
MU137,MUNICIPALIDAD DE LEBU,0.00,2017
MU178,MUNICIPALIDAD DE NACIMIENTO,93.22,2017
MU151,MUNICIPALIDAD DE LOS ALAMOS,74.66,2017
MU092,MUNICIPALIDAD DE FREIRINA,92.51,2017
MU131,MUNICIPALIDAD DE LAJA,0.00,2017
MU132,MUNICIPALIDAD DE LAMPA,100.00,2017
MU328,MUNICIPALIDAD DE TREHUACO,86.42,2017
MU259,MUNICIPALIDAD DE QUIRIHUE,72.06,2017
MU174,MUNICIPALIDAD DE MOLINA,87.34,2017
MU225,MUNICIPALIDAD DE PORVENIR,92.09,2017
MU145,MUNICIPALIDAD DE LO ESPEJO,93.66,2017
MU146,MUNICIPALIDAD DE LO PRADO,100.00,2017
MU209,MUNICIPALIDAD DE PENCAHUE,86.42,2017
MU028,MUNICIPALIDAD DE CARAHUE,0.00,2017
MU305,MUNICIPALIDAD DE SANTA CRUZ,87.34,2017
MU310,MUNICIPALIDAD DE SIERRA GORDA,100.00,2017
MU264,MUNICIPALIDAD DE RENAICO,68.34,2017
MU070,MUNICIPALIDAD DE COYHAIQUE,100.00,2017
MU240,MUNICIPALIDAD DE PUQUELDÓN,86.42,2017
MU149,MUNICIPALIDAD DE LONGAVÍ,93.66,2017
MU166,MUNICIPALIDAD DE MARÍA ELENA,0.00,2017
MU056,MUNICIPALIDAD DE COLCHANE,74.66,2017
MU075,MUNICIPALIDAD DE CURANILAHUE,93.22,2017
MU124,MUNICIPALIDAD DE LA PINTANA,100.00,2017
MU024,MUNICIPALIDAD DE CAMARONES,100.00,2017
MU186,MUNICIPALIDAD DE ÑUÑOA,85.39,2017
MU068,MUNICIPALIDAD DE CORONEL,94.41,2017
MU018,MUNICIPALIDAD DE CABRERO,93.22,2017
MU294,MUNICIPALIDAD DE SAN MIGUEL,100.00,2017
MU298,MUNICIPALIDAD DE SAN PEDRO DE ATACAMA,0.00,2017
MU109,MUNICIPALIDAD DE HUECHURABA,100.00,2017
MU163,MUNICIPALIDAD DE MAIPÚ,100.00,2017
MU324,MUNICIPALIDAD DE TOME,100.00,2017
MU003,MUNICIPALIDAD DE ALTO BÍOBÍO,78.86,2017
MU104,MUNICIPALIDAD DE HUALAÑÉ,74.66,2017
MU167,MUNICIPALIDAD DE MARÍA PINTO,74.66,2017
MU010,MUNICIPALIDAD DE ANTUCO,100.00,2017
MU181,MUNICIPALIDAD DE NEGRETE,74.66,2017
MU334,MUNICIPALIDAD DE VICTORIA,95.00,2017
MU051,MUNICIPALIDAD DE CODEGUA,100.00,2017
MU303,MUNICIPALIDAD DE SAN VICENTE DE TAGUA TAGUA,100.00,2017
MU261,MUNICIPALIDAD DE RÁNQUIL,0.00,2017
MU331,MUNICIPALIDAD DE VALLENAR,87.34,2017
MU177,MUNICIPALIDAD DE MULCHÉN,93.22,2017
MU089,MUNICIPALIDAD DE ESTACIÓN CENTRAL,93.22,2017
MU248,MUNICIPALIDAD DE QUEMCHI,32.94,2017
MU087,MUNICIPALIDAD DE EMPEDRADO,81.00,2017
MU140,MUNICIPALIDAD DE LINARES,83.23,2017
MU004,MUNICIPALIDAD DE ALTO DEL CARMEN,100.00,2017
MU321,MUNICIPALIDAD DE TIRÚA,93.22,2017
MU012,MUNICIPALIDAD DE ARICA,82.19,2017
MU035,MUNICIPALIDAD DE CERRO NAVIA,100.00,2017
MU130,MUNICIPALIDAD DE LAGUNA BLANCA,100.00,2017
MU182,MUNICIPALIDAD DE NINHUE,0.00,2017
MU007,MUNICIPALIDAD DE ANDACOLLO,81.00,2017
MU192,MUNICIPALIDAD DE OVALLE,88.13,2017
MU212,MUNICIPALIDAD DE PEÑALOLÉN,100.00,2017
MU318,MUNICIPALIDAD DE TIERRA AMARILLA,81.48,2017
MU105,MUNICIPALIDAD DE HUALPÉN,93.22,2017
MU147,MUNICIPALIDAD DE LOLOL,93.22,2017
MU029,MUNICIPALIDAD DE CARTAGENA,93.66,2017
MU064,MUNICIPALIDAD DE CONSTITUCIÓN,72.06,2017
MU220,MUNICIPALIDAD DE PINTO,100.00,2017
MU043,MUNICIPALIDAD DE CHILLÁN VIEJO,93.66,2017
MU090,MUNICIPALIDAD DE FLORIDA,100.00,2017
MU304,MUNICIPALIDAD DE SANTA BÁRBARA,86.42,2017
MU038,MUNICIPALIDAD DE CHAÑARAL,93.22,2017
MU213,MUNICIPALIDAD DE PERALILLO,86.42,2017
MU083,MUNICIPALIDAD DE EL CARMEN,94.06,2017
MU091,MUNICIPALIDAD DE FREIRE,72.06,2017
MU222,MUNICIPALIDAD DE PITRUFQUÉN,100.00,2017
MU101,MUNICIPALIDAD DE GUAITECAS,93.22,2017
MU126,MUNICIPALIDAD DE LA SERENA,83.23,2017
MU045,MUNICIPALIDAD DE CHOLCHOL,81.00,2017
MU165,MUNICIPALIDAD DE MARCHIGUE,86.42,2017
MU251,MUNICIPALIDAD DE QUILLECO,81.00,2017
MU265,MUNICIPALIDAD DE RENCA,0.00,2017
MU217,MUNICIPALIDAD DE PICA,99.29,2017
MU254,MUNICIPALIDAD DE QUILPUÉ,87.34,2017
MU221,MUNICIPALIDAD DE PIRQUE,93.66,2017
MU226,MUNICIPALIDAD DE POZO ALMONTE,88.13,2017
MU270,MUNICIPALIDAD DE RIO BUENO,93.66,2017
MU199,MUNICIPALIDAD DE PALMILLA,100.00,2017
MU293,MUNICIPALIDAD DE SAN JUAN DE LA COSTA,88.13,2017
MU153,MUNICIPALIDAD DE LOS ANGELES,100.00,2017
MU135,MUNICIPALIDAD DE LAS CONDES,100.00,2017
MU185,MUNICIPALIDAD DE ÑIQUÉN,93.66,2017
MU008,MUNICIPALIDAD DE ANGOL,87.34,2017
MU097,MUNICIPALIDAD DE GALVARINO,93.22,2017
MU030,MUNICIPALIDAD DE CASABLANCA,100.00,2017
MU096,MUNICIPALIDAD DE FUTRONO,93.66,2017
MU022,MUNICIPALIDAD DE CALERA DE TANGO,93.22,2017
MU268,MUNICIPALIDAD DE RETIRO,30.34,2017
MU119,MUNICIPALIDAD DE LA ESTRELLA,93.22,2017
