CodigoInstitucion,Nombre,Puntaje,Ano
MU092,MUNICIPALIDAD DE FREIRINA,82.42,2017
MU133,MUNICIPALIDAD DE LANCO,84.99,2017
MU306,MUNICIPALIDAD DE SANTA JUANA,85.06,2017
MU004,MUNICIPALIDAD DE ALTO DEL CARMEN,87.95,2017
MU055,MUNICIPALIDAD DE COLBÚN,80.91,2017
MU289,MUNICIPALIDAD DE SAN IGNACIO,35.99,2017
MU233,MUNICIPALIDAD DE PUERTO MONTT,55.70,2017
MU335,MUNICIPALIDAD DE VICUÑA,47.99,2017
MU222,MUNICIPALIDAD DE PITRUFQUÉN,90.40,2017
MU101,MUNICIPALIDAD DE GUAITECAS,67.81,2017
MU089,MUNICIPALIDAD DE ESTACIÓN CENTRAL,74.18,2017
MU235,MUNICIPALIDAD DE PUERTO OCTAY,55.10,2017
MU116,MUNICIPALIDAD DE LA CALERA,80.10,2017
MU152,MUNICIPALIDAD DE LOS ANDES,83.07,2017
MU210,MUNICIPALIDAD DE PENCO,68.88,2017
MU180,MUNICIPALIDAD DE NAVIDAD,64.15,2017
MU246,MUNICIPALIDAD DE QUEILÉN,89.63,2017
MU245,MUNICIPALIDAD DE PUYEHUE,96.48,2017
MU018,MUNICIPALIDAD DE CABRERO,73.26,2017
MU203,MUNICIPALIDAD DE PAREDONES,60.20,2017
MU130,MUNICIPALIDAD DE LAGUNA BLANCA,84.47,2017
MU050,MUNICIPALIDAD DE COCHRANE,53.38,2017
MU296,MUNICIPALIDAD DE SAN PABLO,79.08,2017
MU228,MUNICIPALIDAD DE PROVIDENCIA,88.69,2017
MU263,MUNICIPALIDAD DE RECOLETA,84.04,2017
MU155,MUNICIPALIDAD DE LOS MUERMOS,88.68,2017
MU294,MUNICIPALIDAD DE SAN MIGUEL,79.87,2017
MU308,MUNICIPALIDAD DE SANTIAGO,96.70,2017
MU287,MUNICIPALIDAD DE SAN FERNANDO,63.52,2017
MU254,MUNICIPALIDAD DE QUILPUÉ,72.68,2017
MU234,MUNICIPALIDAD DE PUERTO NATALES,89.84,2017
MU134,MUNICIPALIDAD DE LAS CABRAS,93.83,2017
MU121,MUNICIPALIDAD DE LA GRANJA,68.50,2017
MU023,MUNICIPALIDAD DE CALLE LARGA,80.61,2017
MU321,MUNICIPALIDAD DE TIRÚA,74.91,2017
MU014,MUNICIPALIDAD DE BUIN,71.67,2017
MU135,MUNICIPALIDAD DE LAS CONDES,59.09,2017
MU117,MUNICIPALIDAD DE LA CISTERNA,94.29,2017
MU139,MUNICIPALIDAD DE LIMACHE,89.11,2017
MU010,MUNICIPALIDAD DE ANTUCO,67.60,2017
MU221,MUNICIPALIDAD DE PIRQUE,90.22,2017
MU332,MUNICIPALIDAD DE VALPARAÍSO,97.13,2017
MU196,MUNICIPALIDAD DE PAILLACO,34.15,2017
MU154,MUNICIPALIDAD DE LOS LAGOS,71.02,2017
MU131,MUNICIPALIDAD DE LAJA,91.17,2017
MU026,MUNICIPALIDAD DE CANELA,50.39,2017
MU342,MUNICIPALIDAD DE YERBAS BUENAS,66.49,2017
MU037,MUNICIPALIDAD DE CHANCO,45.90,2017
MU276,MUNICIPALIDAD DE ROMERAL,90.85,2017
MU264,MUNICIPALIDAD DE RENAICO,55.08,2017
MU019,MUNICIPALIDAD DE CALAMA,72.14,2017
MU292,MUNICIPALIDAD DE SAN JOSÉ DE MAIPO,83.71,2017
MU163,MUNICIPALIDAD DE MAIPÚ,93.08,2017
MU312,MUNICIPALIDAD DE TALCA,88.84,2017
MU170,MUNICIPALIDAD DE MAULLÍN,79.08,2017
MU298,MUNICIPALIDAD DE SAN PEDRO DE ATACAMA,61.49,2017
MU077,MUNICIPALIDAD DE CUREPTO,63.21,2017
MU195,MUNICIPALIDAD DE PAIHUANO,72.99,2017
MU219,MUNICIPALIDAD DE PICHILEMU,92.39,2017
MU341,MUNICIPALIDAD DE VITACURA,89.54,2017
MU301,MUNICIPALIDAD DE SAN RAMÓN,73.27,2017
MU217,MUNICIPALIDAD DE PICA,66.07,2017
MU282,MUNICIPALIDAD DE SAN CARLOS,63.07,2017
MU114,MUNICIPALIDAD DE ISLA DE PASCUA,87.54,2017
MU197,MUNICIPALIDAD DE PAINE,84.39,2017
MU269,MUNICIPALIDAD DE RINCONADA,58.61,2017
MU072,MUNICIPALIDAD DE CURACAUTÍN,94.11,2017
MU040,MUNICIPALIDAD DE CHIGUAYANTE,73.74,2017
MU046,MUNICIPALIDAD DE CHONCHI,80.39,2017
MU104,MUNICIPALIDAD DE HUALAÑÉ,84.70,2017
MU324,MUNICIPALIDAD DE TOME,96.19,2017
MU025,MUNICIPALIDAD DE CAMIÑA,74.19,2017
MU127,MUNICIPALIDAD DE LA UNIÓN,88.86,2017
MU144,MUNICIPALIDAD DE LO BARNECHEA,91.84,2017
MU148,MUNICIPALIDAD DE LONCOCHE,79.99,2017
MU086,MUNICIPALIDAD DE EL TABO,79.84,2017
MU071,MUNICIPALIDAD DE CUNCO,88.04,2017
MU007,MUNICIPALIDAD DE ANDACOLLO,58.53,2017
MU066,MUNICIPALIDAD DE COPIAPÓ,76.07,2017
MU249,MUNICIPALIDAD DE QUILACO,53.02,2017
MU295,MUNICIPALIDAD DE SAN NICOLÁS,81.79,2017
MU189,MUNICIPALIDAD DE OLLAGÜE,43.71,2017
MU070,MUNICIPALIDAD DE COYHAIQUE,76.18,2017
MU035,MUNICIPALIDAD DE CERRO NAVIA,85.48,2017
MU266,MUNICIPALIDAD DE RENGO,79.77,2017
MU126,MUNICIPALIDAD DE LA SERENA,91.25,2017
MU302,MUNICIPALIDAD DE SAN ROSENDO,45.81,2017
MU250,MUNICIPALIDAD DE QUILICURA,87.53,2017
MU069,MUNICIPALIDAD DE CORRAL,61.70,2017
MU216,MUNICIPALIDAD DE PEUMO,77.92,2017
MU147,MUNICIPALIDAD DE LOLOL,57.91,2017
MU087,MUNICIPALIDAD DE EMPEDRADO,59.49,2017
MU241,MUNICIPALIDAD DE PURÉN,74.86,2017
MU169,MUNICIPALIDAD DE MAULE,81.72,2017
MU122,MUNICIPALIDAD DE LA HIGUERA,67.00,2017
MU181,MUNICIPALIDAD DE NEGRETE,30.78,2017
MU049,MUNICIPALIDAD DE COCHAMÓ,85.41,2017
MU164,MUNICIPALIDAD DE MALLOA,70.59,2017
MU084,MUNICIPALIDAD DE EL MONTE,26.74,2017
MU314,MUNICIPALIDAD DE TALTAL,57.52,2017
MU064,MUNICIPALIDAD DE CONSTITUCIÓN,82.39,2017
MU032,MUNICIPALIDAD DE CATEMU,73.34,2017
MU186,MUNICIPALIDAD DE ÑUÑOA,78.28,2017
MU280,MUNICIPALIDAD DE SAN ANTONIO,94.85,2017
MU226,MUNICIPALIDAD DE POZO ALMONTE,97.62,2017
MU165,MUNICIPALIDAD DE MARCHIGUE,71.13,2017
MU005,MUNICIPALIDAD DE ALTO HOSPICIO,77.29,2017
MU042,MUNICIPALIDAD DE CHILLÁN,77.04,2017
MU124,MUNICIPALIDAD DE LA PINTANA,70.47,2017
MU108,MUNICIPALIDAD DE HUASCO,57.99,2017
MU024,MUNICIPALIDAD DE CAMARONES,70.49,2017
MU209,MUNICIPALIDAD DE PENCAHUE,62.64,2017
MU248,MUNICIPALIDAD DE QUEMCHI,92.67,2017
MU061,MUNICIPALIDAD DE CONCEPCIÓN,95.43,2017
MU006,MUNICIPALIDAD DE ANCUD,84.97,2017
MU215,MUNICIPALIDAD DE PETORCA,52.27,2017
MU123,MUNICIPALIDAD DE LA LIGUA,69.87,2017
MU138,MUNICIPALIDAD DE LICANTÉN,63.15,2017
MU062,MUNICIPALIDAD DE CONCHALÍ,76.03,2017
MU322,MUNICIPALIDAD DE TOCOPILLA,81.59,2017
MU252,MUNICIPALIDAD DE QUILLÓN,60.98,2017
MU091,MUNICIPALIDAD DE FREIRE,52.38,2017
MU192,MUNICIPALIDAD DE OVALLE,78.61,2017
MU079,MUNICIPALIDAD DE DALCAHUE,98.97,2017
MU315,MUNICIPALIDAD DE TEMUCO,96.26,2017
MU307,MUNICIPALIDAD DE SANTA MARÍA,58.09,2017
MU033,MUNICIPALIDAD DE CAUQUENES,87.75,2017
MU107,MUNICIPALIDAD DE HUARA,48.12,2017
MU129,MUNICIPALIDAD DE LAGO VERDE,48.20,2017
MU320,MUNICIPALIDAD DE TIMAUKEL,80.72,2017
MU093,MUNICIPALIDAD DE FRESIA,62.64,2017
MU265,MUNICIPALIDAD DE RENCA,65.32,2017
MU277,MUNICIPALIDAD DE PUERTO SAAVEDRA,70.33,2017
MU201,MUNICIPALIDAD DE PANQUEHUE,71.03,2017
MU200,MUNICIPALIDAD DE PANGUIPULLI,86.96,2017
MU205,MUNICIPALIDAD DE PEDRO AGUIRRE CERDA,94.91,2017
MU015,MUNICIPALIDAD DE BULNES,77.58,2017
MU109,MUNICIPALIDAD DE HUECHURABA,81.87,2017
MU021,MUNICIPALIDAD DE CALDERA,93.24,2017
MU183,MUNICIPALIDAD DE NOGALES,86.48,2017
MU099,MUNICIPALIDAD DE GORBEA,88.28,2017
MU048,MUNICIPALIDAD DE COBQUECURA,91.89,2017
MU313,MUNICIPALIDAD DE TALCAHUANO,70.38,2017
MU047,MUNICIPALIDAD DE CISNES,85.60,2017
MU344,MUNICIPALIDAD DE YUNGAY,49.22,2017
MU171,MUNICIPALIDAD DE MEJILLONES,79.20,2017
MU128,MUNICIPALIDAD DE LAGO RANCO,62.25,2017
MU020,MUNICIPALIDAD DE CALBUCO,86.28,2017
MU058,MUNICIPALIDAD DE COLLIPULLI,79.86,2017
MU188,MUNICIPALIDAD DE OLIVAR,75.27,2017
MU141,MUNICIPALIDAD DE LITUECHE,59.09,2017
MU239,MUNICIPALIDAD DE PUNTA ARENAS,85.93,2017
MU237,MUNICIPALIDAD DE PUMANQUE,52.99,2017
MU083,MUNICIPALIDAD DE EL CARMEN,91.91,2017
MU319,MUNICIPALIDAD DE TILTIL,79.42,2017
MU193,MUNICIPALIDAD DE PADRE HURTADO,90.54,2017
MU142,MUNICIPALIDAD DE LLANQUIHUE,28.60,2017
MU153,MUNICIPALIDAD DE LOS ANGELES,72.95,2017
MU225,MUNICIPALIDAD DE PORVENIR,72.91,2017
MU207,MUNICIPALIDAD DE PELLUHUE,55.07,2017
MU231,MUNICIPALIDAD DE PUDAHUEL,94.44,2017
MU272,MUNICIPALIDAD DE RÍO HURTADO,65.65,2017
MU034,MUNICIPALIDAD DE CERRILLOS,75.52,2017
MU208,MUNICIPALIDAD DE PEMUCO,37.28,2017
MU073,MUNICIPALIDAD DE CURACAVÍ,88.59,2017
MU281,MUNICIPALIDAD DE SAN BERNARDO,89.47,2017
MU028,MUNICIPALIDAD DE CARAHUE,55.72,2017
MU299,MUNICIPALIDAD DE SAN PEDRO DE LA PAZ,89.40,2017
MU278,MUNICIPALIDAD DE SAGRADA FAMILIA,13.99,2017
MU120,MUNICIPALIDAD DE LA FLORIDA,90.22,2017
MU067,MUNICIPALIDAD DE COQUIMBO,89.07,2017
MU214,MUNICIPALIDAD DE PERQUENCO,93.78,2017
MU177,MUNICIPALIDAD DE MULCHÉN,64.42,2017
MU323,MUNICIPALIDAD DE TOLTÉN,67.65,2017
MU146,MUNICIPALIDAD DE LO PRADO,81.89,2017
MU156,MUNICIPALIDAD DE LOS SAUCES,77.50,2017
MU327,MUNICIPALIDAD DE TRAIGUÉN,85.49,2017
MU090,MUNICIPALIDAD DE FLORIDA,78.09,2017
MU085,MUNICIPALIDAD DE EL QUISCO,94.46,2017
MU161,MUNICIPALIDAD DE MACUL,67.04,2017
MU275,MUNICIPALIDAD DE RÍO VERDE,70.02,2017
MU057,MUNICIPALIDAD DE COLINA,91.75,2017
MU273,MUNICIPALIDAD DE RÍO IBÁÑEZ,79.88,2017
MU283,MUNICIPALIDAD DE SAN CLEMENTE,98.64,2017
MU274,MUNICIPALIDAD DE RÍO NEGRO,92.74,2017
MU111,MUNICIPALIDAD DE INDEPENDENCIA,56.38,2017
MU065,MUNICIPALIDAD DE CONTULMO,70.48,2017
MU317,MUNICIPALIDAD DE TEODORO SCHMIDT,67.63,2017
MU059,MUNICIPALIDAD DE COLTAUCO,90.15,2017
MU259,MUNICIPALIDAD DE QUIRIHUE,63.41,2017
MU334,MUNICIPALIDAD DE VICTORIA,74.53,2017
MU258,MUNICIPALIDAD DE QUINTERO,56.71,2017
MU340,MUNICIPALIDAD DE VIÑA DEL MAR,65.25,2017
MU160,MUNICIPALIDAD DE MACHALÍ,89.63,2017
MU253,MUNICIPALIDAD DE QUILLOTA,89.38,2017
MU288,MUNICIPALIDAD DE SAN GREGORIO,82.44,2017
MU053,MUNICIPALIDAD DE COIHUECO,73.63,2017
MU255,MUNICIPALIDAD DE QUINCHAO,86.18,2017
MU305,MUNICIPALIDAD DE SANTA CRUZ,67.37,2017
MU159,MUNICIPALIDAD DE LUMACO,69.51,2017
MU310,MUNICIPALIDAD DE SIERRA GORDA,89.92,2017
MU284,MUNICIPALIDAD DE SAN ESTEBAN,74.32,2017
MU224,MUNICIPALIDAD DE PORTEZUELO,70.40,2017
MU229,MUNICIPALIDAD DE PUCHUNCAVÍ,73.70,2017
MU175,MUNICIPALIDAD DE MONTE PATRIA,87.16,2017
MU068,MUNICIPALIDAD DE CORONEL,94.10,2017
MU326,MUNICIPALIDAD DE TORTEL,68.45,2017
MU115,MUNICIPALIDAD DE JUAN FERNÁNDEZ,37.00,2017
MU202,MUNICIPALIDAD DE PAPUDO,85.50,2017
MU238,MUNICIPALIDAD DE PUNITAQUI,88.46,2017
MU251,MUNICIPALIDAD DE QUILLECO,51.89,2017
MU012,MUNICIPALIDAD DE ARICA,96.96,2017
MU112,MUNICIPALIDAD DE IQUIQUE,61.22,2017
MU088,MUNICIPALIDAD DE ERCILLA,56.50,2017
MU190,MUNICIPALIDAD DE OLMUÉ,50.01,2017
MU304,MUNICIPALIDAD DE SANTA BÁRBARA,64.36,2017
MU256,MUNICIPALIDAD DE QUINTA DE TILCOCO,56.63,2017
MU076,MUNICIPALIDAD DE CURARREHUE,50.97,2017
MU017,MUNICIPALIDAD DE CABO DE HORNOS Y ANTÁRTICA,86.96,2017
MU240,MUNICIPALIDAD DE PUQUELDÓN,64.68,2017
MU293,MUNICIPALIDAD DE SAN JUAN DE LA COSTA,95.00,2017
MU309,MUNICIPALIDAD DE SANTO DOMINGO,62.87,2017
MU230,MUNICIPALIDAD DE PUCÓN,80.12,2017
MU027,MUNICIPALIDAD DE CAÑETE,85.86,2017
MU331,MUNICIPALIDAD DE VALLENAR,54.91,2017
MU244,MUNICIPALIDAD DE PUTRE,30.97,2017
MU052,MUNICIPALIDAD DE COELEMU,71.02,2017
MU262,MUNICIPALIDAD DE RAUCO,71.85,2017
MU045,MUNICIPALIDAD DE CHOLCHOL,83.97,2017
MU325,MUNICIPALIDAD DE TORRES DEL PAINE,93.88,2017
MU199,MUNICIPALIDAD DE PALMILLA,85.42,2017
MU074,MUNICIPALIDAD DE CURACO DE VÉLEZ,79.91,2017
MU166,MUNICIPALIDAD DE MARÍA ELENA,31.61,2017
MU054,MUNICIPALIDAD DE COINCO,84.23,2017
MU003,MUNICIPALIDAD DE ALTO BÍOBÍO,21.15,2017
MU103,MUNICIPALIDAD DE HUALAIHUÉ,85.94,2017
MU039,MUNICIPALIDAD DE CHÉPICA,90.82,2017
MU008,MUNICIPALIDAD DE ANGOL,71.75,2017
MU270,MUNICIPALIDAD DE RIO BUENO,80.16,2017
MU030,MUNICIPALIDAD DE CASABLANCA,83.55,2017
MU261,MUNICIPALIDAD DE RÁNQUIL,65.99,2017
MU330,MUNICIPALIDAD DE VALDIVIA,74.42,2017
MU179,MUNICIPALIDAD DE NANCAGUA,61.37,2017
MU013,MUNICIPALIDAD DE PUERTO AYSÉN,62.14,2017
MU290,MUNICIPALIDAD DE SAN JAVIER,96.22,2017
MU268,MUNICIPALIDAD DE RETIRO,75.78,2017
MU106,MUNICIPALIDAD DE HUALQUI,45.44,2017
MU145,MUNICIPALIDAD DE LO ESPEJO,88.38,2017
MU150,MUNICIPALIDAD DE LONQUIMAY,62.28,2017
MU029,MUNICIPALIDAD DE CARTAGENA,86.99,2017
MU031,MUNICIPALIDAD DE CASTRO,86.90,2017
MU336,MUNICIPALIDAD DE VILCÚN,91.39,2017
MU236,MUNICIPALIDAD DE PUERTO VARAS,83.69,2017
MU075,MUNICIPALIDAD DE CURANILAHUE,92.84,2017
MU212,MUNICIPALIDAD DE PEÑALOLÉN,85.22,2017
MU291,MUNICIPALIDAD DE SAN JOAQUÍN,90.96,2017
MU223,MUNICIPALIDAD DE PLACILLA,46.19,2017
MU096,MUNICIPALIDAD DE FUTRONO,73.54,2017
MU182,MUNICIPALIDAD DE NINHUE,47.48,2017
MU143,MUNICIPALIDAD DE LLAY LLAY,75.07,2017
MU218,MUNICIPALIDAD DE PICHIDEGUA,48.44,2017
MU178,MUNICIPALIDAD DE NACIMIENTO,59.65,2017
MU102,MUNICIPALIDAD DE HIJUELAS,66.95,2017
MU110,MUNICIPALIDAD DE ILLAPEL,55.68,2017
MU247,MUNICIPALIDAD DE QUELLÓN,84.17,2017
MU022,MUNICIPALIDAD DE CALERA DE TANGO,58.24,2017
MU300,MUNICIPALIDAD DE SAN RAFAEL,35.87,2017
MU339,MUNICIPALIDAD DE VILLARRICA,97.81,2017
MU080,MUNICIPALIDAD DE DIEGO DE ALMAGRO,66.78,2017
MU316,MUNICIPALIDAD DE TENO,69.70,2017
MU038,MUNICIPALIDAD DE CHAÑARAL,87.65,2017
MU051,MUNICIPALIDAD DE CODEGUA,93.63,2017
MU345,MUNICIPALIDAD DE ZAPALLAR,88.05,2017
MU343,MUNICIPALIDAD DE YUMBEL,71.19,2017
MU063,MUNICIPALIDAD DE CONCÓN,80.96,2017
MU257,MUNICIPALIDAD DE QUINTA NORMAL,73.71,2017
MU060,MUNICIPALIDAD DE COMBARBALÁ,89.25,2017
MU172,MUNICIPALIDAD DE MELIPEUCO,64.48,2017
MU329,MUNICIPALIDAD DE TUCAPEL,70.75,2017
MU213,MUNICIPALIDAD DE PERALILLO,65.06,2017
MU136,MUNICIPALIDAD DE LAUTARO,89.19,2017
MU149,MUNICIPALIDAD DE LONGAVÍ,78.36,2017
MU132,MUNICIPALIDAD DE LAMPA,86.52,2017
MU162,MUNICIPALIDAD DE MÁFIL,80.61,2017
MU151,MUNICIPALIDAD DE LOS ALAMOS,54.97,2017
MU271,MUNICIPALIDAD DE RÍO CLARO,88.70,2017
MU174,MUNICIPALIDAD DE MOLINA,75.45,2017
MU095,MUNICIPALIDAD DE FUTALEUFÚ,59.60,2017
MU260,MUNICIPALIDAD DE RANCAGUA,80.74,2017
MU267,MUNICIPALIDAD DE REQUÍNOA,86.32,2017
MU227,MUNICIPALIDAD DE PRIMAVERA,93.38,2017
MU125,MUNICIPALIDAD DE LA REINA,80.83,2017
MU002,MUNICIPALIDAD DE ALHUÉ,56.12,2017
MU286,MUNICIPALIDAD DE SAN FELIPE,90.06,2017
MU303,MUNICIPALIDAD DE SAN VICENTE DE TAGUA TAGUA,82.36,2017
MU337,MUNICIPALIDAD DE VILLA ALEGRE,86.85,2017
MU285,MUNICIPALIDAD DE SAN FABIÁN,65.20,2017
MU081,MUNICIPALIDAD DE DOÑIHUE,87.56,2017
MU009,MUNICIPALIDAD DE ANTOFAGASTA,94.58,2017
