CodigoInstitucion,Nombre,Puntaje,Ano
MU167,MUNICIPALIDAD DE MARÍA PINTO,54.23,2016
MU253,MUNICIPALIDAD DE QUILLOTA,75.58,2016
MU335,MUNICIPALIDAD DE VICUÑA,85.13,2016
MU129,MUNICIPALIDAD DE LAGO VERDE,65.07,2016
MU213,MUNICIPALIDAD DE PERALILLO,73.94,2016
MU071,MUNICIPALIDAD DE CUNCO,50.71,2016
MU231,MUNICIPALIDAD DE PUDAHUEL,98.53,2016
MU315,MUNICIPALIDAD DE TEMUCO,96.86,2016
MU043,MUNICIPALIDAD DE CHILLÁN VIEJO,74.98,2016
MU124,MUNICIPALIDAD DE LA PINTANA,97.95,2016
MU178,MUNICIPALIDAD DE NACIMIENTO,61.83,2016
MU139,MUNICIPALIDAD DE LIMACHE,86.98,2016
MU045,MUNICIPALIDAD DE CHOLCHOL,83.80,2016
MU294,MUNICIPALIDAD DE SAN MIGUEL,77.64,2016
MU265,MUNICIPALIDAD DE RENCA,93.94,2016
MU257,MUNICIPALIDAD DE QUINTA NORMAL,75.33,2016
MU065,MUNICIPALIDAD DE CONTULMO,59.85,2016
MU341,MUNICIPALIDAD DE VITACURA,89.44,2016
MU210,MUNICIPALIDAD DE PENCO,49.94,2016
MU328,MUNICIPALIDAD DE TREHUACO,59.96,2016
MU075,MUNICIPALIDAD DE CURANILAHUE,85.67,2016
MU085,MUNICIPALIDAD DE EL QUISCO,95.08,2016
MU048,MUNICIPALIDAD DE COBQUECURA,99.23,2016
MU290,MUNICIPALIDAD DE SAN JAVIER,92.20,2016
MU057,MUNICIPALIDAD DE COLINA,79.42,2016
MU104,MUNICIPALIDAD DE HUALAÑÉ,86.43,2016
MU225,MUNICIPALIDAD DE PORVENIR,96.91,2016
MU187,MUNICIPALIDAD DE O'HIGGINS,81.35,2016
MU137,MUNICIPALIDAD DE LEBU,88.23,2016
MU165,MUNICIPALIDAD DE MARCHIGUE,70.06,2016
MU326,MUNICIPALIDAD DE TORTEL,84.62,2016
MU092,MUNICIPALIDAD DE FREIRINA,52.37,2016
MU302,MUNICIPALIDAD DE SAN ROSENDO,73.39,2016
MU191,MUNICIPALIDAD DE OSORNO,93.65,2016
MU094,MUNICIPALIDAD DE FRUTILLAR,70.79,2016
MU324,MUNICIPALIDAD DE TOME,88.93,2016
MU006,MUNICIPALIDAD DE ANCUD,71.61,2016
MU148,MUNICIPALIDAD DE LONCOCHE,96.51,2016
MU157,MUNICIPALIDAD DE LOS VILOS,80.55,2016
MU008,MUNICIPALIDAD DE ANGOL,86.85,2016
MU118,MUNICIPALIDAD DE LA CRUZ,65.48,2016
MU175,MUNICIPALIDAD DE MONTE PATRIA,47.29,2016
MU204,MUNICIPALIDAD DE PARRAL,90.71,2016
MU266,MUNICIPALIDAD DE RENGO,94.97,2016
MU282,MUNICIPALIDAD DE SAN CARLOS,75.79,2016
MU325,MUNICIPALIDAD DE TORRES DEL PAINE,99.07,2016
MU280,MUNICIPALIDAD DE SAN ANTONIO,94.18,2016
MU096,MUNICIPALIDAD DE FUTRONO,66.30,2016
MU069,MUNICIPALIDAD DE CORRAL,38.77,2016
MU192,MUNICIPALIDAD DE OVALLE,77.67,2016
MU342,MUNICIPALIDAD DE YERBAS BUENAS,78.83,2016
MU095,MUNICIPALIDAD DE FUTALEUFÚ,74.33,2016
MU079,MUNICIPALIDAD DE DALCAHUE,87.23,2016
MU032,MUNICIPALIDAD DE CATEMU,85.17,2016
MU270,MUNICIPALIDAD DE RIO BUENO,83.99,2016
MU072,MUNICIPALIDAD DE CURACAUTÍN,93.82,2016
MU258,MUNICIPALIDAD DE QUINTERO,78.10,2016
MU333,MUNICIPALIDAD DE VICHUQUÉN,39.05,2016
MU089,MUNICIPALIDAD DE ESTACIÓN CENTRAL,58.79,2016
MU293,MUNICIPALIDAD DE SAN JUAN DE LA COSTA,88.75,2016
MU299,MUNICIPALIDAD DE SAN PEDRO DE LA PAZ,65.08,2016
MU271,MUNICIPALIDAD DE RÍO CLARO,91.02,2016
MU108,MUNICIPALIDAD DE HUASCO,59.56,2016
MU311,MUNICIPALIDAD DE TALAGANTE,92.02,2016
MU327,MUNICIPALIDAD DE TRAIGUÉN,65.73,2016
MU247,MUNICIPALIDAD DE QUELLÓN,77.08,2016
MU064,MUNICIPALIDAD DE CONSTITUCIÓN,93.34,2016
MU127,MUNICIPALIDAD DE LA UNIÓN,76.64,2016
MU216,MUNICIPALIDAD DE PEUMO,67.84,2016
MU318,MUNICIPALIDAD DE TIERRA AMARILLA,68.98,2016
MU203,MUNICIPALIDAD DE PAREDONES,45.97,2016
MU067,MUNICIPALIDAD DE COQUIMBO,85.99,2016
MU332,MUNICIPALIDAD DE VALPARAÍSO,94.72,2016
MU306,MUNICIPALIDAD DE SANTA JUANA,88.83,2016
MU228,MUNICIPALIDAD DE PROVIDENCIA,84.72,2016
MU220,MUNICIPALIDAD DE PINTO,57.89,2016
MU009,MUNICIPALIDAD DE ANTOFAGASTA,97.31,2016
MU152,MUNICIPALIDAD DE LOS ANDES,81.85,2016
MU097,MUNICIPALIDAD DE GALVARINO,89.19,2016
MU087,MUNICIPALIDAD DE EMPEDRADO,26.08,2016
MU339,MUNICIPALIDAD DE VILLARRICA,69.42,2016
MU235,MUNICIPALIDAD DE PUERTO OCTAY,59.85,2016
MU233,MUNICIPALIDAD DE PUERTO MONTT,87.44,2016
MU122,MUNICIPALIDAD DE LA HIGUERA,69.63,2016
MU063,MUNICIPALIDAD DE CONCÓN,73.82,2016
MU155,MUNICIPALIDAD DE LOS MUERMOS,98.52,2016
MU262,MUNICIPALIDAD DE RAUCO,68.84,2016
MU090,MUNICIPALIDAD DE FLORIDA,98.38,2016
MU068,MUNICIPALIDAD DE CORONEL,63.87,2016
MU134,MUNICIPALIDAD DE LAS CABRAS,85.91,2016
MU033,MUNICIPALIDAD DE CAUQUENES,82.15,2016
MU053,MUNICIPALIDAD DE COIHUECO,87.95,2016
MU312,MUNICIPALIDAD DE TALCA,86.08,2016
MU161,MUNICIPALIDAD DE MACUL,76.10,2016
MU218,MUNICIPALIDAD DE PICHIDEGUA,74.49,2016
MU005,MUNICIPALIDAD DE ALTO HOSPICIO,90.99,2016
MU060,MUNICIPALIDAD DE COMBARBALÁ,69.92,2016
MU279,MUNICIPALIDAD DE SALAMANCA,41.92,2016
MU059,MUNICIPALIDAD DE COLTAUCO,75.60,2016
MU196,MUNICIPALIDAD DE PAILLACO,77.46,2016
MU164,MUNICIPALIDAD DE MALLOA,88.23,2016
MU190,MUNICIPALIDAD DE OLMUÉ,80.97,2016
MU050,MUNICIPALIDAD DE COCHRANE,51.57,2016
MU243,MUNICIPALIDAD DE PUTAENDO,74.09,2016
MU323,MUNICIPALIDAD DE TOLTÉN,64.56,2016
MU236,MUNICIPALIDAD DE PUERTO VARAS,58.93,2016
MU277,MUNICIPALIDAD DE PUERTO SAAVEDRA,61.11,2016
MU031,MUNICIPALIDAD DE CASTRO,89.57,2016
MU037,MUNICIPALIDAD DE CHANCO,28.46,2016
MU254,MUNICIPALIDAD DE QUILPUÉ,90.27,2016
MU206,MUNICIPALIDAD DE PELARCO,63.82,2016
MU263,MUNICIPALIDAD DE RECOLETA,99.38,2016
MU029,MUNICIPALIDAD DE CARTAGENA,67.33,2016
MU082,MUNICIPALIDAD DE EL BOSQUE,88.82,2016
MU170,MUNICIPALIDAD DE MAULLÍN,64.96,2016
MU200,MUNICIPALIDAD DE PANGUIPULLI,47.69,2016
MU149,MUNICIPALIDAD DE LONGAVÍ,85.02,2016
MU214,MUNICIPALIDAD DE PERQUENCO,86.05,2016
MU086,MUNICIPALIDAD DE EL TABO,91.83,2016
MU238,MUNICIPALIDAD DE PUNITAQUI,49.94,2016
MU049,MUNICIPALIDAD DE COCHAMÓ,95.75,2016
MU251,MUNICIPALIDAD DE QUILLECO,64.06,2016
MU080,MUNICIPALIDAD DE DIEGO DE ALMAGRO,79.36,2016
MU173,MUNICIPALIDAD DE MELIPILLA,48.56,2016
MU026,MUNICIPALIDAD DE CANELA,55.22,2016
MU182,MUNICIPALIDAD DE NINHUE,80.10,2016
MU054,MUNICIPALIDAD DE COINCO,96.59,2016
MU298,MUNICIPALIDAD DE SAN PEDRO DE ATACAMA,50.75,2016
MU331,MUNICIPALIDAD DE VALLENAR,27.08,2016
MU109,MUNICIPALIDAD DE HUECHURABA,87.71,2016
MU011,MUNICIPALIDAD DE ARAUCO,78.82,2016
MU169,MUNICIPALIDAD DE MAULE,93.39,2016
MU183,MUNICIPALIDAD DE NOGALES,92.36,2016
MU150,MUNICIPALIDAD DE LONQUIMAY,77.25,2016
MU291,MUNICIPALIDAD DE SAN JOAQUÍN,96.20,2016
MU330,MUNICIPALIDAD DE VALDIVIA,97.24,2016
MU018,MUNICIPALIDAD DE CABRERO,74.61,2016
MU268,MUNICIPALIDAD DE RETIRO,81.63,2016
MU025,MUNICIPALIDAD DE CAMIÑA,83.93,2016
MU146,MUNICIPALIDAD DE LO PRADO,88.01,2016
MU195,MUNICIPALIDAD DE PAIHUANO,53.03,2016
MU267,MUNICIPALIDAD DE REQUÍNOA,99.19,2016
MU176,MUNICIPALIDAD DE MOSTAZAL,92.43,2016
MU226,MUNICIPALIDAD DE POZO ALMONTE,96.55,2016
MU030,MUNICIPALIDAD DE CASABLANCA,91.03,2016
MU001,MUNICIPALIDAD DE ALGARROBO,78.18,2016
MU101,MUNICIPALIDAD DE GUAITECAS,51.30,2016
MU110,MUNICIPALIDAD DE ILLAPEL,51.85,2016
MU310,MUNICIPALIDAD DE SIERRA GORDA,94.09,2016
MU017,MUNICIPALIDAD DE CABO DE HORNOS Y ANTÁRTICA,43.38,2016
MU237,MUNICIPALIDAD DE PUMANQUE,64.21,2016
MU024,MUNICIPALIDAD DE CAMARONES,60.37,2016
MU222,MUNICIPALIDAD DE PITRUFQUÉN,89.96,2016
MU305,MUNICIPALIDAD DE SANTA CRUZ,85.10,2016
MU076,MUNICIPALIDAD DE CURARREHUE,67.44,2016
MU070,MUNICIPALIDAD DE COYHAIQUE,75.40,2016
MU052,MUNICIPALIDAD DE COELEMU,73.75,2016
MU319,MUNICIPALIDAD DE TILTIL,79.77,2016
MU158,MUNICIPALIDAD DE LOTA,57.22,2016
MU273,MUNICIPALIDAD DE RÍO IBÁÑEZ,87.30,2016
MU242,MUNICIPALIDAD DE PURRANQUE,92.14,2016
MU019,MUNICIPALIDAD DE CALAMA,87.31,2016
MU181,MUNICIPALIDAD DE NEGRETE,49.47,2016
MU295,MUNICIPALIDAD DE SAN NICOLÁS,95.84,2016
MU287,MUNICIPALIDAD DE SAN FERNANDO,89.38,2016
MU329,MUNICIPALIDAD DE TUCAPEL,61.51,2016
MU317,MUNICIPALIDAD DE TEODORO SCHMIDT,29.38,2016
MU102,MUNICIPALIDAD DE HIJUELAS,83.91,2016
MU138,MUNICIPALIDAD DE LICANTÉN,49.90,2016
MU234,MUNICIPALIDAD DE PUERTO NATALES,93.17,2016
MU015,MUNICIPALIDAD DE BULNES,72.59,2016
MU316,MUNICIPALIDAD DE TENO,92.21,2016
MU197,MUNICIPALIDAD DE PAINE,81.52,2016
MU241,MUNICIPALIDAD DE PURÉN,63.04,2016
MU322,MUNICIPALIDAD DE TOCOPILLA,97.40,2016
MU338,MUNICIPALIDAD DE VILLA ALEMANA,96.15,2016
MU028,MUNICIPALIDAD DE CARAHUE,79.86,2016
MU281,MUNICIPALIDAD DE SAN BERNARDO,94.60,2016
MU016,MUNICIPALIDAD DE CABILDO,95.80,2016
MU198,MUNICIPALIDAD DE PALENA,66.96,2016
MU188,MUNICIPALIDAD DE OLIVAR,96.57,2016
MU125,MUNICIPALIDAD DE LA REINA,89.43,2016
MU153,MUNICIPALIDAD DE LOS ANGELES,76.75,2016
MU177,MUNICIPALIDAD DE MULCHÉN,63.64,2016
MU105,MUNICIPALIDAD DE HUALPÉN,99.62,2016
MU301,MUNICIPALIDAD DE SAN RAMÓN,80.73,2016
MU172,MUNICIPALIDAD DE MELIPEUCO,69.43,2016
MU061,MUNICIPALIDAD DE CONCEPCIÓN,96.64,2016
MU023,MUNICIPALIDAD DE CALLE LARGA,54.42,2016
MU340,MUNICIPALIDAD DE VIÑA DEL MAR,87.77,2016
MU112,MUNICIPALIDAD DE IQUIQUE,71.57,2016
MU010,MUNICIPALIDAD DE ANTUCO,59.21,2016
MU219,MUNICIPALIDAD DE PICHILEMU,98.15,2016
MU229,MUNICIPALIDAD DE PUCHUNCAVÍ,96.54,2016
MU259,MUNICIPALIDAD DE QUIRIHUE,53.80,2016
MU056,MUNICIPALIDAD DE COLCHANE,68.43,2016
MU041,MUNICIPALIDAD DE CHILE CHICO,80.18,2016
MU303,MUNICIPALIDAD DE SAN VICENTE DE TAGUA TAGUA,79.19,2016
MU345,MUNICIPALIDAD DE ZAPALLAR,88.92,2016
MU296,MUNICIPALIDAD DE SAN PABLO,64.22,2016
MU145,MUNICIPALIDAD DE LO ESPEJO,39.17,2016

