"code","municipality","year","variable","value"
3301,"VALLENAR","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",50
3302,"ALTO DEL CARMEN","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
3303,"FREIRINA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1500
3304,"HUASCO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",10
4101,"LA SERENA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",450
4102,"COQUIMBO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",2040
4103,"ANDACOLLO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",190
4104,"LA HIGUERA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
4105,"PAIGUANO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",240
4106,"VICUÑA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",4630
4201,"ILLAPEL","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",910
4202,"CANELA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",3530
4203,"LOS VILOS","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",650
4204,"SALAMANCA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",750
4301,"OVALLE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",2430
4302,"COMBARBALÁ","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
4303,"MONTE PATRIA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1320
4304,"PUNITAQUI","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
4305,"RÍO HURTADO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
5101,"VALPARAÍSO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",320
5102,"CASABLANCA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",2510
5103,"CONCÓN","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1200
5104,"JUAN FERNÁNDEZ","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1080
5105,"PUCHUNCAVÍ","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",690
5107,"QUINTERO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
5109,"VIÑA DEL MAR","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",720
5201,"ISLA DE PASCUA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",9930
5301,"LOS ANDES","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",340
5302,"CALLE LARGA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",740
5303,"RINCONADA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
5304,"SAN ESTEBAN","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",80
5401,"LA LIGUA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",940
5402,"CABILDO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",200
5403,"PAPUDO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
5404,"PETORCA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1020
5405,"ZAPALLAR","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1190
5501,"QUILLOTA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",5710
5502,"CALERA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",90
5503,"HIJUELAS","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",650
5504,"LA CRUZ","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
5506,"NOGALES","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",300
5601,"SAN ANTONIO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",6060
5602,"ALGARROBO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",280
5603,"CARTAGENA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1400
5604,"EL QUISCO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",2770
5605,"EL TABO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",250
5606,"SANTO DOMINGO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",2130
5701,"SAN FELIPE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1090
5702,"CATEMU","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
5703,"LLAILLAY","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",410
5704,"PANQUEHUE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
5705,"PUTAENDO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",2170
5706,"SANTA MARÍA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
5801,"QUILPUÉ","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",260
5802,"LIMACHE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1350
5803,"OLMUÉ","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",270
5804,"VILLA ALEMANA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1380
6101,"RANCAGUA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",2430
6102,"CODEGUA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1810
6103,"COINCO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1830
6104,"COLTAUCO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",860
6105,"DOÑIHUE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",50
6106,"GRANEROS","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
6107,"LAS CABRAS","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1770
6108,"MACHALÍ","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1660
6109,"MALLOA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",740
6110,"MOSTAZAL","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",4930
6111,"OLIVAR","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",110
6112,"PEUMO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",70
6113,"PICHIDEGUA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",3110
6114,"QUINTA DE TILCOCO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",940
6115,"RENGO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1010
6116,"REQUINOA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",3100
6117,"SAN VICENTE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",2480
6201,"PICHILEMU","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",800
6202,"LA ESTRELLA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",10
6203,"LITUECHE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",2230
6204,"MARCHIHUE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",830
6205,"NAVIDAD","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",640
6206,"PAREDONES","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1160
6301,"SAN FERNANDO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1140
6302,"CHÉPICA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",4500
6303,"CHIMBARONGO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",3070
6304,"LOLOL","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1190
6305,"NANCAGUA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",560
6306,"PALMILLA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1580
6307,"PERALILLO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",320
6308,"PLACILLA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",2150
6309,"PUMANQUE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",10
6310,"SANTA CRUZ","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",990
7101,"TALCA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",4730
7102,"CONSTITUCIÓN","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1140
7103,"CUREPTO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1340
7104,"EMPEDRADO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",580
7105,"MAULE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
7106,"PELARCO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",570
7107,"PENCAHUE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",40
7108,"RÍO CLARO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",6660
7109,"SAN CLEMENTE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",3150
7110,"SAN RAFAEL","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
7201,"CAUQUENES","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",3690
7202,"CHANCO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",5370
7203,"PELLUHUE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1250
7301,"CURICÓ","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",3490
7302,"HUALAÑÉ","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",30
7303,"LICANTÉN","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",910
7304,"MOLINA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",4210
7305,"RAUCO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
7306,"ROMERAL","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1070
7307,"SAGRADA FAMILIA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",300
7308,"TENO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",840
7309,"VICHUQUÉN","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",60
7401,"LINARES","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",400
7402,"COLBÚN","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",3580
7403,"LONGAVÍ","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1850
7404,"PARRAL","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1330
7405,"RETIRO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1600
7406,"SAN JAVIER","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",2850
7407,"VILLA ALEGRE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
7408,"YERBAS BUENAS","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
8101,"CONCEPCIÓN","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",310
8102,"CORONEL","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",700
8103,"CHIGUAYANTE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1680
8104,"FLORIDA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1800
8105,"HUALQUI","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",340
8106,"LOTA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",470
8107,"PENCO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1650
8108,"SAN PEDRO DE LA PAZ","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
8109,"SANTA JUANA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",310
8110,"TALCAHUANO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",120
8111,"TOMÉ","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",800
8112,"HUALPÉN","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",50
8201,"LEBU","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",110
8202,"ARAUCO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",610
8203,"CAÑETE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",140
8204,"CONTULMO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",510
8205,"CURANILAHUE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",910
8206,"LOS ÁLAMOS","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",950
8207,"TIRÚA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",980
8301,"LOS ÁNGELES","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",510
8302,"ANTUCO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
8303,"CABRERO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",750
8304,"LAJA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",2310
8305,"MULCHÉN","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",300
8306,"NACIMIENTO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",5330
8307,"NEGRETE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",2440
8308,"QUILACO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",770
8309,"QUILLECO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1680
8310,"SAN ROSENDO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",920
8311,"SANTA BÁRBARA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",3830
8312,"TUCAPEL","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1360
8313,"YUMBEL","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",690
8314,"ALTO BIOBÍO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
9101,"TEMUCO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",2540
9102,"CARAHUE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1890
9103,"CUNCO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",4160
9104,"CURARREHUE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1040
9105,"FREIRE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1050
9106,"GALVARINO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1290
9107,"GORBEA","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1930
9108,"LAUTARO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",2420
9109,"LONCOCHE","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",1800
9110,"MELIPEUCO","2016","PARTICIPACIÓN DEL ÁREA DE PROGRAMAS CULTURALES EN EL GASTO TOTAL (DEVENGADO)",0
