"code","municipality","year","variable","value"
5101,"VALPARAÍSO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",75300707000
5102,"CASABLANCA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",9123182000
5103,"CONCÓN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",15753197000
5104,"JUAN FERNÁNDEZ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2033926000
5105,"PUCHUNCAVÍ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",7507485000
5107,"QUINTERO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",10323092000
5109,"VIÑA DEL MAR","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",111219120000
5201,"ISLA DE PASCUA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",9001234000
5301,"LOS ANDES","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",13542588000
5302,"CALLE LARGA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4356333000
5303,"RINCONADA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",6645869000
5304,"SAN ESTEBAN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4408979000
5401,"LA LIGUA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",9172680000
5402,"CABILDO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5794675000
5403,"PAPUDO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",6097819000
5404,"PETORCA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4994266000
5405,"ZAPALLAR","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",18523452000
5501,"QUILLOTA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",17792691000
5502,"CALERA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",9394791000
5503,"HIJUELAS","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4867359000
5504,"LA CRUZ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4874915000
5506,"NOGALES","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5315358000
5601,"SAN ANTONIO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",24194169000
5602,"ALGARROBO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",8168805000
5603,"CARTAGENA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",13862041000
5604,"EL QUISCO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",16583339000
5605,"EL TABO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",11623014000
5606,"SANTO DOMINGO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",13546464000
5701,"SAN FELIPE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",14409080000
5702,"CATEMU","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3274161000
5703,"LLAILLAY","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4522632000
5704,"PANQUEHUE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3327249000
5705,"PUTAENDO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5680052000
5706,"SANTA MARÍA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3458270000
5801,"QUILPUÉ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",40535638000
5802,"LIMACHE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",9188100000
5803,"OLMUÉ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5349586000
5804,"VILLA ALEMANA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",23229895000
6101,"RANCAGUA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",62790873000
6102,"CODEGUA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3822136000
6103,"COINCO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3033166000
6104,"COLTAUCO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5024067000
6105,"DOÑIHUE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4981320000
6106,"GRANEROS","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",6692332000
6107,"LAS CABRAS","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",6748386000
6108,"MACHALÍ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",10688110000
6109,"MALLOA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",7269799000
6110,"MOSTAZAL","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",20779699000
6111,"OLIVAR","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3458605000
6112,"PEUMO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4056980000
6113,"PICHIDEGUA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5022013000
6114,"QUINTA DE TILCOCO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3531531000
6115,"RENGO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",12201288000
6116,"REQUINOA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",6806462000
6117,"SAN VICENTE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",8677830000
6201,"PICHILEMU","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",13168461000
6202,"LA ESTRELLA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2388970000
6203,"LITUECHE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3211022000
6204,"MARCHIHUE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2456318000
6205,"NAVIDAD","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5998420000
6206,"PAREDONES","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4125412000
6301,"SAN FERNANDO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",13580462000
6302,"CHÉPICA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3863855000
6303,"CHIMBARONGO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",7699649000
6304,"LOLOL","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2744172000
6305,"NANCAGUA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4386528000
6306,"PALMILLA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5075269000
6307,"PERALILLO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4511726000
6308,"PLACILLA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3826157000
6309,"PUMANQUE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2895046000
6310,"SANTA CRUZ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",9556351000
7101,"TALCA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",49547085000
7102,"CONSTITUCIÓN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",12588349000
7103,"CUREPTO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4346790000
7104,"EMPEDRADO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2688927000
7105,"MAULE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",7422854000
7106,"PELARCO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",7345665000
7107,"PENCAHUE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4185452000
7108,"RÍO CLARO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5331790000
7109,"SAN CLEMENTE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",10382579000
7110,"SAN RAFAEL","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3427761000
7201,"CAUQUENES","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",9025236000
7202,"CHANCO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3200355000
7203,"PELLUHUE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5009358000
7301,"CURICÓ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",26062084000
7302,"HUALAÑÉ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4741142000
7303,"LICANTÉN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4689938000
7304,"MOLINA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",9709550000
7305,"RAUCO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4698864000
7306,"ROMERAL","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5314299000
7307,"SAGRADA FAMILIA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5658690000
7308,"TENO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5837385000
7309,"VICHUQUÉN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4253539000
7401,"LINARES","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",16162186000
7402,"COLBÚN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5193501000
7403,"LONGAVÍ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5870489000
7404,"PARRAL","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",9166649000
7405,"RETIRO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4050253000
7406,"SAN JAVIER","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",9593053000
7407,"VILLA ALEGRE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3431388000
7408,"YERBAS BUENAS","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4382616000
8101,"CONCEPCIÓN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",50855066000
8102,"CORONEL","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",28922863000
8103,"CHIGUAYANTE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",17491220000
8104,"FLORIDA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3759722000
8105,"HUALQUI","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5249950000
8106,"LOTA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",19037165000
8107,"PENCO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",12011252000
8108,"SAN PEDRO DE LA PAZ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",21591184000
8109,"SANTA JUANA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4859030000
8110,"TALCAHUANO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",40630363000
8111,"TOMÉ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",15333435000
8112,"HUALPÉN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",15969418000
8201,"LEBU","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",7146111000
8202,"ARAUCO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",8989428000
8203,"CAÑETE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",8023237000
8204,"CONTULMO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2756324000
8205,"CURANILAHUE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",8142261000
8206,"LOS ÁLAMOS","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",6103575000
8207,"TIRÚA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",7998443000
8301,"LOS ÁNGELES","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",49598992000
8302,"ANTUCO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2752596000
8303,"CABRERO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",8036966000
8304,"LAJA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",6430674000
8305,"MULCHÉN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",6069896000
8306,"NACIMIENTO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",7309761000
8307,"NEGRETE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3510694000
8308,"QUILACO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2348366000
8309,"QUILLECO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3407380000
8310,"SAN ROSENDO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",1938492000
8311,"SANTA BÁRBARA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5472593000
8312,"TUCAPEL","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4000410000
8313,"YUMBEL","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",7832582000
8314,"ALTO BIOBÍO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3273464000
9101,"TEMUCO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",66865774000
9102,"CARAHUE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",6003953000
9103,"CUNCO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5851361000
9104,"CURARREHUE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3326705000
9105,"FREIRE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",6740705000
9106,"GALVARINO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5417948000
9107,"GORBEA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4650953000
9108,"LAUTARO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",8773284000
9109,"LONCOCHE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5894327000
9110,"MELIPEUCO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2684261000
9111,"NUEVA IMPERIAL","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",8378005000
9112,"PADRE LAS CASAS","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",19459868000
9113,"PERQUENCO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3157116000
9114,"PITRUFQUÉN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5562190000
9115,"PUCÓN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",11179691000
9116,"SAAVEDRA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4950801000
9117,"TEODORO SCHMIDT","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4597297000
9118,"TOLTÉN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3356688000
9119,"VILCÚN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",8176743000
9120,"VILLARRICA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",10264983000
9121,"CHOLCHOL","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4240636000
9201,"ANGOL","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",12395175000
9202,"COLLIPULLI","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",6593448000
9203,"CURACAUTÍN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",6679430000
9204,"ERCILLA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3975248000
9205,"LONQUIMAY","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4165230000
9206,"LOS SAUCES","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3329878000
9207,"LUMACO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3771410000
9208,"PURÉN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4242428000
9209,"RENAICO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4508974000
9210,"TRAIGUÉN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4234474000
9211,"VICTORIA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",8789673000
10101,"PUERTO MONTT","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",48399560000
10102,"CALBUCO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",7912924000
10103,"COCHAMÓ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3334888000
10104,"FRESIA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3543755000
10105,"FRUTILLAR","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",6149943000
10106,"LOS MUERMOS","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3777551000
10107,"LLANQUIHUE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3918270000
10108,"MAULLÍN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5228987000
10109,"PUERTO VARAS","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",13846245000
10201,"CASTRO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",19930675000
10202,"ANCUD","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",17573675000
10203,"CHONCHI","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",8939031000
10204,"CURACO DE VÉLEZ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3449822000
10205,"DALCAHUE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",6868604000
10206,"PUQUELDÓN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3800453000
10207,"QUEILÉN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3657798000
10208,"QUELLÓN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",6857031000
10209,"QUEMCHI","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3880424000
10210,"QUINCHAO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4972264000
10301,"OSORNO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",35170535000
10302,"PUERTO OCTAY","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2745170000
10303,"PURRANQUE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4803421000
10304,"PUYEHUE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3553474000
10305,"RÍO NEGRO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3803748000
10306,"SAN JUAN DE LA COSTA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4924323000
10307,"SAN PABLO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2925024000
10401,"CHAITÉN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3367924000
10402,"FUTALEUFÚ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2627865000
10403,"HUALAIHUÉ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3857115000
10404,"PALENA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",1889927000
11101,"COYHAIQUE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",15737075000
11102,"LAGO VERDE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",1426995000
11201,"AYSÉN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",9030353000
11202,"CISNES","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",5885283000
11203,"GUAITECAS","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",1897319000
11301,"COCHRANE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3031822000
11302,"O´HIGGINS","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2623389000
11303,"TORTEL","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",1981818000
11401,"CHILE CHICO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",4122945000
11402,"RÍO IBÁÑEZ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2755201000
12101,"PUNTA ARENAS","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",38201453000
12102,"LAGUNA BLANCA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",1670161000
12103,"RÍO VERDE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2285429000
12104,"SAN GREGORIO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2173405000
12201,"CABO DE HORNOS","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2938146000
12301,"PORVENIR","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",3044778000
12302,"PRIMAVERA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",2164193000
12303,"TIMAUKEL","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",1467511000
12401,"NATALES","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",8960530000
12402,"TORRES DEL PAINE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",1753995000
13101,"SANTIAGO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",172942238000
13102,"CERRILLOS","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",23253869000
13103,"CERRO NAVIA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",31221751000
13104,"CONCHALÍ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",37190454000
13105,"EL BOSQUE","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",29097347000
13106,"ESTACIÓN CENTRAL","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",32000428000
13107,"HUECHURABA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",42268244000
13108,"INDEPENDENCIA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",26257903000
13109,"LA CISTERNA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",18974100000
13110,"LA FLORIDA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",100572039000
13111,"LA GRANJA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",22065088000
13112,"LA PINTANA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",38120099000
13113,"LA REINA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",31440063000
13114,"LAS CONDES","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",348281347000
13115,"LO BARNECHEA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",118673189000
13116,"LO ESPEJO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",18393357000
13117,"LO PRADO","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",33602307000
13118,"MACUL","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",35681825000
13119,"MAIPÚ","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",137766407000
13120,"ÑUÑOA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",68248009000
13121,"PEDRO AGUIRRE CERDA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",28616648000
13122,"PEÑALOLÉN","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",75143390000
13123,"PROVIDENCIA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",131283710000
13124,"PUDAHUEL","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",76298446000
13125,"QUILICURA","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",51681508000
13126,"QUINTA NORMAL","2016","PRESUPUESTO VIGENTE GASTOS MUNICPIALES",25499161000
