"code","municipality","year","variable","value"
7101,"TALCA","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",2712396000
7102,"CONSTITUCIÓN","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",881085000
7103,"CUREPTO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",393938000
7104,"EMPEDRADO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",185068000
7105,"MAULE","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1336753000
7106,"PELARCO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",143839000
7107,"PENCAHUE","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",71457000
7108,"RÍO CLARO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",-122177000
7109,"SAN CLEMENTE","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",2064754000
7110,"SAN RAFAEL","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",477628000
7201,"CAUQUENES","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",228450000
7202,"CHANCO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",32423000
7203,"PELLUHUE","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",794564000
7301,"CURICÓ","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",796161000
7302,"HUALAÑÉ","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",78045000
7303,"LICANTÉN","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",214272000
7304,"MOLINA","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",259310000
7305,"RAUCO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",657781000
7306,"ROMERAL","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",908733000
7307,"SAGRADA FAMILIA","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",445245000
7308,"TENO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",683666000
7309,"VICHUQUÉN","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",2224000
7401,"LINARES","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1753333000
7402,"COLBÚN","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",216499000
7403,"LONGAVÍ","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1023850000
7404,"PARRAL","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",748399000
7405,"RETIRO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",327903000
7406,"SAN JAVIER","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",2171132000
7407,"VILLA ALEGRE","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",246057000
7408,"YERBAS BUENAS","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",69261000
8101,"CONCEPCIÓN","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",8315062000
8102,"CORONEL","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",24617000
8103,"CHIGUAYANTE","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",2842820000
8104,"FLORIDA","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",725450000
8105,"HUALQUI","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",508204000
8106,"LOTA","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",4155018000
8107,"PENCO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",2663806000
8108,"SAN PEDRO DE LA PAZ","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1597086000
8109,"SANTA JUANA","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",455889000
8110,"TALCAHUANO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",4963200000
8111,"TOMÉ","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",4383974000
8112,"HUALPÉN","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",352963000
8201,"LEBU","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1374342000
8202,"ARAUCO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1403351000
8203,"CAÑETE","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",545498000
8204,"CONTULMO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",243818000
8205,"CURANILAHUE","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",2377932000
8206,"LOS ÁLAMOS","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",459637000
8207,"TIRÚA","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",766257000
8301,"LOS ÁNGELES","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",14499521000
8302,"ANTUCO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",110003000
8303,"CABRERO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1379063000
8304,"LAJA","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1359741000
8305,"MULCHÉN","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",681279000
8306,"NACIMIENTO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1930682000
8307,"NEGRETE","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",7174000
8308,"QUILACO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",329389000
8309,"QUILLECO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",876947000
8310,"SAN ROSENDO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",351251000
8311,"SANTA BÁRBARA","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",973356000
8312,"TUCAPEL","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",210656000
8313,"YUMBEL","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1569974000
8314,"ALTO BIOBÍO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",428462000
9101,"TEMUCO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",8838915000
9102,"CARAHUE","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",667984000
9103,"CUNCO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1171937000
9104,"CURARREHUE","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",456683000
9105,"FREIRE","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1264283000
9106,"GALVARINO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1394426000
9107,"GORBEA","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",382348000
9108,"LAUTARO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1249042000
9109,"LONCOCHE","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1446561000
9110,"MELIPEUCO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",423442000
9111,"NUEVA IMPERIAL","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1436551000
9112,"PADRE LAS CASAS","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",4373447000
9113,"PERQUENCO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",202696000
9114,"PITRUFQUÉN","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",548247000
9115,"PUCÓN","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",940530000
9116,"SAAVEDRA","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",922947000
9117,"TEODORO SCHMIDT","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",421836000
9118,"TOLTÉN","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",380832000
9119,"VILCÚN","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1137232000
9120,"VILLARRICA","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",439847000
9121,"CHOLCHOL","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",345878000
9201,"ANGOL","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1113714000
9202,"COLLIPULLI","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",923731000
9203,"CURACAUTÍN","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1058052000
9204,"ERCILLA","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",230582000
9205,"LONQUIMAY","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1015044000
9206,"LOS SAUCES","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",418885000
9207,"LUMACO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",180524000
9208,"PURÉN","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",385474000
9209,"RENAICO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1125059000
9210,"TRAIGUÉN","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",223594000
9211,"VICTORIA","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1617702000
10101,"PUERTO MONTT","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",6541432000
10102,"CALBUCO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",608264000
10103,"COCHAMÓ","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",333600000
10104,"FRESIA","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",572977000
10105,"FRUTILLAR","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",738428000
10106,"LOS MUERMOS","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",265351000
10107,"LLANQUIHUE","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",75616000
10108,"MAULLÍN","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",189040000
10109,"PUERTO VARAS","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1553464000
10201,"CASTRO","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",3242893000
10202,"ANCUD","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",2163225000
10203,"CHONCHI","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",1357552000
10204,"CURACO DE VÉLEZ","2016","PRESUPUESTO VIGENTE SALDO INICIAL DE CAJA SECTOR MUNICIPAL",331376000
